vertex_number,arista_number,r_value,és_connex,n_connexions,
94,0,0,0,94
94,3015,0.05,0,2
94,1037,0.1,0,4
94,399,0.15,0,9
94,249,0.2,0,14
94,156,0.25,0,27
94,91,0.3,0,38
94,27,0.35,0,70
94,27,0.4,0,70
94,27,0.45,0,70
94,27,0.5,0,70
94,3,0.55,0,91
94,3,0.6,0,91
94,3,0.65,0,91
94,3,0.7,0,91
94,3,0.75,0,91
94,3,0.8,0,91
94,3,0.85,0,91
94,3,0.9,0,91
94,3,0.95,0,91
94,0,0,0,94
94,3015,0.05,0,2
94,1037,0.1,0,4
94,399,0.15,0,9
94,249,0.2,0,14
94,156,0.25,0,27
94,91,0.3,0,38
94,27,0.35,0,70
94,27,0.4,0,70
94,27,0.45,0,70
94,27,0.5,0,70
94,3,0.55,0,91
94,3,0.6,0,91
94,3,0.65,0,91
94,3,0.7,0,91
94,3,0.75,0,91
94,3,0.8,0,91
94,3,0.85,0,91
94,3,0.9,0,91
94,3,0.95,0,91
94,0,0,0,94
94,3015,0.05,0,2
94,1037,0.1,0,4
94,399,0.15,0,9
94,249,0.2,0,14
94,156,0.25,0,27
94,91,0.3,0,38
94,27,0.35,0,70
94,27,0.4,0,70
94,27,0.45,0,70
94,27,0.5,0,70
94,3,0.55,0,91
94,3,0.6,0,91
94,3,0.65,0,91
94,3,0.7,0,91
94,3,0.75,0,91
94,3,0.8,0,91
94,3,0.85,0,91
94,3,0.9,0,91
94,3,0.95,0,91
94,0,0,0,94
94,3015,0.05,0,2
94,1037,0.1,0,4
94,399,0.15,0,9
94,249,0.2,0,14
94,156,0.25,0,27
94,91,0.3,0,38
94,27,0.35,0,70
94,27,0.4,0,70
94,27,0.45,0,70
94,27,0.5,0,70
94,3,0.55,0,91
94,3,0.6,0,91
94,3,0.65,0,91
94,3,0.7,0,91
94,3,0.75,0,91
94,3,0.8,0,91
94,3,0.85,0,91
94,3,0.9,0,91
94,3,0.95,0,91
94,0,0,0,94
94,3015,0.05,0,2
94,1037,0.1,0,4
94,399,0.15,0,9
94,249,0.2,0,14
94,156,0.25,0,27
94,91,0.3,0,38
94,27,0.35,0,70
94,27,0.4,0,70
94,27,0.45,0,70
94,27,0.5,0,70
94,3,0.55,0,91
94,3,0.6,0,91
94,3,0.65,0,91
94,3,0.7,0,91
94,3,0.75,0,91
94,3,0.8,0,91
94,3,0.85,0,91
94,3,0.9,0,91
94,3,0.95,0,91
82,0,0,0,82
82,2254,0.05,0,2
82,774,0.1,0,4
82,296,0.15,0,9
82,181,0.2,0,14
82,108,0.25,0,26
82,65,0.3,0,37
82,17,0.35,0,66
82,17,0.4,0,66
82,17,0.45,0,66
82,17,0.5,0,66
82,3,0.55,0,79
82,3,0.6,0,79
82,3,0.65,0,79
82,3,0.7,0,79
82,3,0.75,0,79
82,3,0.8,0,79
82,3,0.85,0,79
82,3,0.9,0,79
82,3,0.95,0,79
82,0,0,0,82
82,2254,0.05,0,2
82,774,0.1,0,4
82,296,0.15,0,9
82,181,0.2,0,14
82,108,0.25,0,26
82,65,0.3,0,37
82,17,0.35,0,66
82,17,0.4,0,66
82,17,0.45,0,66
82,17,0.5,0,66
82,3,0.55,0,79
82,3,0.6,0,79
82,3,0.65,0,79
82,3,0.7,0,79
82,3,0.75,0,79
82,3,0.8,0,79
82,3,0.85,0,79
82,3,0.9,0,79
82,3,0.95,0,79
82,0,0,0,82
82,2254,0.05,0,2
82,774,0.1,0,4
82,296,0.15,0,9
82,181,0.2,0,14
82,108,0.25,0,26
82,65,0.3,0,37
82,17,0.35,0,66
82,17,0.4,0,66
82,17,0.45,0,66
82,17,0.5,0,66
82,3,0.55,0,79
82,3,0.6,0,79
82,3,0.65,0,79
82,3,0.7,0,79
82,3,0.75,0,79
82,3,0.8,0,79
82,3,0.85,0,79
82,3,0.9,0,79
82,3,0.95,0,79
82,0,0,0,82
82,2254,0.05,0,2
82,774,0.1,0,4
82,296,0.15,0,9
82,181,0.2,0,14
82,108,0.25,0,26
82,65,0.3,0,37
82,17,0.35,0,66
82,17,0.4,0,66
82,17,0.45,0,66
82,17,0.5,0,66
82,3,0.55,0,79
82,3,0.6,0,79
82,3,0.65,0,79
82,3,0.7,0,79
82,3,0.75,0,79
82,3,0.8,0,79
82,3,0.85,0,79
82,3,0.9,0,79
82,3,0.95,0,79
82,0,0,0,82
82,2254,0.05,0,2
82,774,0.1,0,4
82,296,0.15,0,9
