vertex_number,arista_number,r_value,és_connex,n_connexions,
82,181,0.2,0,14
82,108,0.25,0,26
82,65,0.3,0,37
82,17,0.35,0,66
82,17,0.4,0,66
82,17,0.45,0,66
82,17,0.5,0,66
82,3,0.55,0,79
82,3,0.6,0,79
82,3,0.65,0,79
82,3,0.7,0,79
82,3,0.75,0,79
82,3,0.8,0,79
82,3,0.85,0,79
82,3,0.9,0,79
82,3,0.95,0,79
53,0,0,0,53
53,968,0.05,0,2
53,335,0.1,0,4
53,129,0.15,0,9
53,83,0.2,0,13
53,51,0.25,0,23
53,32,0.3,0,32
53,9,0.35,0,45
53,9,0.4,0,45
53,9,0.45,0,45
53,9,0.5,0,45
53,1,0.55,0,52
53,1,0.6,0,52
53,1,0.65,0,52
53,1,0.7,0,52
53,1,0.75,0,52
53,1,0.8,0,52
53,1,0.85,0,52
53,1,0.9,0,52
53,1,0.95,0,52
53,0,0,0,53
53,968,0.05,0,2
53,335,0.1,0,4
53,129,0.15,0,9
53,83,0.2,0,13
53,51,0.25,0,23
53,32,0.3,0,32
53,9,0.35,0,45
53,9,0.4,0,45
53,9,0.45,0,45
53,9,0.5,0,45
53,1,0.55,0,52
53,1,0.6,0,52
53,1,0.65,0,52
53,1,0.7,0,52
53,1,0.75,0,52
53,1,0.8,0,52
53,1,0.85,0,52
53,1,0.9,0,52
53,1,0.95,0,52
53,0,0,0,53
53,968,0.05,0,2
53,335,0.1,0,4
53,129,0.15,0,9
53,83,0.2,0,13
53,51,0.25,0,23
53,32,0.3,0,32
53,9,0.35,0,45
53,9,0.4,0,45
53,9,0.45,0,45
53,9,0.5,0,45
53,1,0.55,0,52
53,1,0.6,0,52
53,1,0.65,0,52
53,1,0.7,0,52
53,1,0.75,0,52
53,1,0.8,0,52
53,1,0.85,0,52
53,1,0.9,0,52
53,1,0.95,0,52
53,0,0,0,53
53,968,0.05,0,2
53,335,0.1,0,4
53,129,0.15,0,9
53,83,0.2,0,13
53,51,0.25,0,23
53,32,0.3,0,32
53,9,0.35,0,45
53,9,0.4,0,45
53,9,0.45,0,45
53,9,0.5,0,45
53,1,0.55,0,52
53,1,0.6,0,52
53,1,0.65,0,52
53,1,0.7,0,52
53,1,0.75,0,52
53,1,0.8,0,52
53,1,0.85,0,52
53,1,0.9,0,52
53,1,0.95,0,52
53,0,0,0,53
53,968,0.05,0,2
53,335,0.1,0,4
53,129,0.15,0,9
53,83,0.2,0,13
53,51,0.25,0,23
53,32,0.3,0,32
53,9,0.35,0,45
53,9,0.4,0,45
53,9,0.45,0,45
53,9,0.5,0,45
53,1,0.55,0,52
53,1,0.6,0,52
53,1,0.65,0,52
53,1,0.7,0,52
53,1,0.75,0,52
53,1,0.8,0,52
53,1,0.85,0,52
53,1,0.9,0,52
53,1,0.95,0,52
39,0,0,0,39
39,539,0.05,0,2
39,184,0.1,0,4
39,67,0.15,0,9
39,45,0.2,0,13
39,28,0.25,0,21
39,17,0.3,0,26
39,4,0.35,0,35
39,4,0.4,0,35
39,4,0.45,0,35
39,4,0.5,0,35
39,0,0.55,0,39
39,0,0.6,0,39
39,0,0.65,0,39
39,0,0.7,0,39
39,0,0.75,0,39
39,0,0.8,0,39
39,0,0.85,0,39
39,0,0.9,0,39
39,0,0.95,0,39
39,0,0,0,39
39,539,0.05,0,2
39,184,0.1,0,4
39,67,0.15,0,9
39,45,0.2,0,13
39,28,0.25,0,21
39,17,0.3,0,26
39,4,0.35,0,35
39,4,0.4,0,35
39,4,0.45,0,35
39,4,0.5,0,35
39,0,0.55,0,39
39,0,0.6,0,39
39,0,0.65,0,39
39,0,0.7,0,39
39,0,0.75,0,39
39,0,0.8,0,39
39,0,0.85,0,39
39,0,0.9,0,39
39,0,0.95,0,39
39,0,0,0,39
39,539,0.05,0,2
39,184,0.1,0,4
39,67,0.15,0,9
39,45,0.2,0,13
39,28,0.25,0,21
39,17,0.3,0,26
39,4,0.35,0,35
39,4,0.4,0,35
39,4,0.45,0,35
39,4,0.5,0,35
39,0,0.55,0,39
39,0,0.6,0,39
39,0,0.65,0,39
39,0,0.7,0,39
39,0,0.75,0,39
39,0,0.8,0,39
39,0,0.85,0,39
39,0,0.9,0,39
39,0,0.95,0,39
39,0,0,0,39
39,539,0.05,0,2
39,184,0.1,0,4
39,67,0.15,0,9
39,45,0.2,0,13
39,28,0.25,0,21
39,17,0.3,0,26
39,4,0.35,0,35
39,4,0.4,0,35
39,4,0.45,0,35
39,4,0.5,0,35
39,0,0.55,0,39
39,0,0.6,0,39
39,0,0.65,0,39
39,0,0.7,0,39
39,0,0.75,0,39
39,0,0.8,0,39
39,0,0.85,0,39
39,0,0.9,0,39
39,0,0.95,0,39
39,0,0,0,39
39,539,0.05,0,2
39,184,0.1,0,4
39,67,0.15,0,9
39,45,0.2,0,13
39,28,0.25,0,21
39,17,0.3,0,26
39,4,0.35,0,35
39,4,0.4,0,35
39,4,0.45,0,35
39,4,0.5,0,35
39,0,0.55,0,39
39,0,0.6,0,39
39,0,0.65,0,39
39,0,0.7,0,39
39,0,0.75,0,39
39,0,0.8,0,39
39,0,0.85,0,39
39,0,0.9,0,39
39,0,0.95,0,39
