vertex_number,arista_number,r_value,és_connex,n_connexions,computation_time
77,3,0.85,0,74,0
77,3,0.9,0,74,0
77,3,0.95,0,74,0
77,0,0,0,77,0
77,1991,0.05,1,1,0
77,732,0.1,0,3,0
77,314,0.15,0,13,0
77,202,0.2,0,15,0
77,143,0.25,0,18,0
77,91,0.3,0,28,0
77,31,0.35,0,56,0
77,31,0.4,0,56,0
77,31,0.45,0,56,0
77,31,0.5,0,56,0
77,3,0.55,0,74,0
77,3,0.6,0,74,0
77,3,0.65,0,74,0
77,3,0.7,0,74,0
77,3,0.75,0,74,0
77,3,0.8,0,74,0
77,3,0.85,0,74,0
77,3,0.9,0,74,0
77,3,0.95,0,74,0
77,0,0,0,77,0
77,1991,0.05,1,1,1.84467e+16
77,732,0.1,0,3,0
77,314,0.15,0,13,0
77,202,0.2,0,15,0
77,143,0.25,0,18,0
77,91,0.3,0,28,0
77,31,0.35,0,56,0
77,31,0.4,0,56,0
77,31,0.45,0,56,0
77,31,0.5,0,56,0
77,3,0.55,0,74,0
77,3,0.6,0,74,0
77,3,0.65,0,74,0
77,3,0.7,0,74,0
77,3,0.75,0,74,0
77,3,0.8,0,74,0
77,3,0.85,0,74,0
77,3,0.9,0,74,0
77,3,0.95,0,74,0
77,0,0,0,77,0
77,1991,0.05,1,1,0
77,732,0.1,0,3,0
77,314,0.15,0,13,1.84467e+16
77,202,0.2,0,15,0
77,143,0.25,0,18,0
77,91,0.3,0,28,0
77,31,0.35,0,56,0
77,31,0.4,0,56,0
77,31,0.45,0,56,0
77,31,0.5,0,56,0
77,3,0.55,0,74,0
77,3,0.6,0,74,0
77,3,0.65,0,74,0
77,3,0.7,0,74,0
77,3,0.75,0,74,0
77,3,0.8,0,74,0
77,3,0.85,0,74,0
77,3,0.9,0,74,0
77,3,0.95,0,74,0
77,0,0,0,77,0
77,1991,0.05,1,1,0
77,732,0.1,0,3,0
77,314,0.15,0,13,0
77,202,0.2,0,15,0
77,143,0.25,0,18,0
77,91,0.3,0,28,0
77,31,0.35,0,56,0
77,31,0.4,0,56,0
77,31,0.45,0,56,0
77,31,0.5,0,56,0
77,3,0.55,0,74,0
77,3,0.6,0,74,0
77,3,0.65,0,74,0
77,3,0.7,0,74,0
77,3,0.75,0,74,0
77,3,0.8,0,74,0
